steam_addr,sh4_pc,confidence,evidence,method,steam_name,sh4_label,bank,sh4_role,score,runner_up,steam_ninsn,sh4_ninsn
0x1407bb6c0,0x8c05c530,high,sw:83#0#0(9.9) k:83#0(9.9) kl:83#-1(7.9) ko:83(4.9) c:3fd55555(4.3) d:11(2.0) d:174(1.1) d:10(0.6),fingerprint+callgraph,FUN_1407bb6c0,loc_8c05c530,bank05,,41.26,runner-up: sh4 0x8c05c654(8.0) / steam 0x1402fdc20(12.3),57,79
0x1407bbc50,0x8c05c5ce,high,sw:150#0#0(9.9) k:150#0(9.9) kl:150#-1(7.9) c:3ff(5.9) ko:150(4.9),fingerprint+callgraph,FUN_1407bbc50,loc_8c05c5ce,bank05,,38.51,runner-up: sh4 0x8c033b0a(3.0) / steam 0x14047a260(13.1),48,60
0x1407bbd10,0x8c05c654,high,sw:290#0#0(9.9) k:290#0(9.9) kl:290#-1(7.9) ko:290(4.9) c:3fd55555(4.3) d:174(1.1),fingerprint+callgraph,FUN_1407bbd10,loc_8c05c654,bank05,,38.02,runner-up: sh4 -(0.0) / steam 0x14047a260(13.8),42,95
0x1407f3570,0x8c07ea54,low,c:42ab6db6(7.7) c:424db6db(6.8) c:c0092492(6.8) c:2000(4.9) c:1000(4.6) d:64(1.3) d:174(1.1) d:7c(0.8),fingerprint,FUN_1407f3570,loc_8c07ea54,bank07,,38.29,runner-up: sh4 0x8c065e7a(32.2) / steam 0x1406bb570(20.6),1007,135
0x140800640,0x8c10830c,high,sw:8#0#19(9.9) k:8#19(9.9) kl:8#-1(7.9) ko:8(3.4),fingerprint,FUN_140800640,loc_8c10830c,bank10,,31.12,runner-up: sh4 0x8c02ded6(3.4) / steam 0x140619720(5.3),250,30
0x140800aa0,0x8c129728,medium,sw:5#0#0(9.9) kl:5#-1(7.9) ko:5(4.9),fingerprint,FUN_140800aa0,loc_8c129728,bank12,,22.73,runner-up: sh4 0x8c027b64(15.6) / steam -(0.0),85,12
0x140816de4,0x8c11e170,medium,sw:185#0#0(9.9) k:185#0(9.9) ko:185(4.9),fingerprint+callgraph,FUN_140816de4,loc_8c11e170,bank11,,24.68,runner-up: sh4 0x8c0275f6(7.1) / steam -(0.0),259,69
0x140817230,0x8c11e3e0,high,sw:311#0#0(9.9) k:311#0(9.9) kl:311#-1(7.9) ko:311(4.9),fingerprint+callgraph,FUN_140817230,loc_8c11e3e0,bank11,,32.57,runner-up: sh4 0x8c02aa44(9.5) / steam -(0.0),354,64
0x1408435d0,0x8c03552a,medium,sw:95#0#0(9.9) kl:95#-1(7.9) ko:95(4.9),fingerprint+callgraph,FUN_1408435d0,loc_8c03552a,bank03,LZSS part decoder,22.7,runner-up: sh4 0x8c174e96(16.3) / steam 0x140048460(12.6),50,59
0x1408436a0,0x8c127c80,high,sw:176#0#0(9.9) k:208#1(9.9) kl:208#-1(7.9) kl:176#-1(7.9) ko:176(4.9) ko:208(4.7) d:44(1.4) d:5c(1.1),fingerprint+callgraph,FUN_1408436a0,loc_8c127c80,bank12,,53.22,runner-up: sh4 0x8c02861e(17.1) / steam -(0.0),384,551
0x140844370,0x8c075d52,high,sw:450#3#0(9.9) k:450#4(9.9) kl:450#-1(7.9) ko:450(4.7),fingerprint+callgraph,FUN_140844370,loc_8c075d52,bank07,,32.34,runner-up: sh4 0x8c064a0a(2.5) / steam -(0.0),5,19
0x1408443c0,0x8c11e210,high,sw:107#0#0(9.9) k:107#1(9.9) kl:107#-2(7.9) ko:107(4.6),fingerprint+callgraph,FUN_1408443c0,loc_8c11e210,bank11,,32.25,runner-up: sh4 0x8c022722(8.6) / steam 0x140614420(4.6),36,97
0x1408444d0,0x8c11e2e0,medium,sw:71#0#1(9.9) k:71#1(9.9) kl:71#-3(7.9) ko:71(4.2),fingerprint+callgraph,FUN_1408444d0,loc_8c11e2e0,bank11,,15.95,runner-up: sh4 0x8c058b64(7.2) / steam 0x140845e20(4.2),4,40
0x1408444e0,0x8c11e460,medium,sw:71#0#0(9.9) k:71#0(9.9) kl:71#-4(7.9) ko:71(4.2),fingerprint+callgraph,floorf,loc_8c11e460,bank11,"Leaf vertex builder called by loc_8c0344d4 (jsr). 24 insns. First fully-transpiled-to-C function (Option C PoC), 21/21 bit-exact.",15.95,runner-up: sh4 0x8c11e2e0(2.1) / steam 0x140845e20(4.2),1,88
0x140844510,0x8c11f2e0,high,sw:139#0#0(9.9) k:139#0(9.9) kl:139#-2(7.9) ko:139(4.6),fingerprint+callgraph,FUN_140844510,loc_8c11f2e0,bank11,,32.24,runner-up: sh4 0x8c11f280(4.6) / steam 0x140844530(4.6),7,33
0x140844530,0x8c11f280,high,sw:139#0#1(9.9) k:139#1(9.9) kl:139#-1(7.9) ko:139(4.6) ko:53(3.1),fingerprint+callgraph,FUN_140844530,loc_8c11f280,bank11,,35.36,runner-up: sh4 0x8c11cb90(13.0) / steam 0x140844510(4.6),20,32
0x140844dc0,0x8c032526,low,sw:8#7#0(9.9) k:8#8(9.9) kl:8#-12(7.9) ko:8(4.4),fingerprint+callgraph,FUN_140844dc0,loc_8c032526,bank03,,32.03,runner-up: sh4 0x8c03552a(26.8) / steam 0x140611a20(16.9),74,125
0x140845150,0x8c11e860,medium,sw:71#0#2(9.9) k:71#2(9.9) kl:71#-2(7.9) ko:71(4.2),fingerprint+callgraph,FUN_140845150,loc_8c11e860,bank11,,15.95,runner-up: sh4 0x8c058b64(6.2) / steam 0x140845e20(4.2),4,112
0x140845170,0x8c11eb20,medium,sw:129#0#0(9.9) k:129#0(9.9) kl:129#-1(7.9) ko:129(4.9),fingerprint+callgraph,FUN_140845170,loc_8c11eb20,bank11,,16.29,runner-up: sh4 -(0.0) / steam -(0.0),6,167
0x140845190,0x8c041b4c,medium,sw:33#0#0(9.9) k:33#0(9.9) c:27b0(9.0) kl:33#-1(7.9) ko:33(4.9),fingerprint+callgraph,FUN_140845190,loc_8c041b4c,bank04,,41.56,runner-up: sh4 0x8c1258e0(32.3) / steam 0x140608dd0(9.0),31,72
0x140845420,0x8c125660,high,sw:200#0#0(9.9) sw:170#0#0(9.9) k:200#0(9.9) k:170#0(9.9) ko:200(4.7) ko:170(4.7),fingerprint+callgraph,FUN_140845420,loc_8c125660,bank12,,24.47,runner-up: sh4 0x8c042d0c(9.5) / steam -(0.0),14,97
0x140845460,0x8c125250,high,sw:200#1#0(9.9) sw:170#1#0(9.9) kl:200#-1(7.9) kl:170#-1(7.9) ko:200(4.3) ko:170(4.3),fingerprint+callgraph,FUN_140845460,loc_8c125250,bank12,,22.08,runner-up: sh4 0x8c042d0c(8.6) / steam 0x140036410(4.3),17,111
0x1408454b0,0x8c0417e4,high,sw:81#1#1(9.9) sw:61#1#1(9.9) k:81#2(9.9) k:61#2(9.9) kl:81#-1(7.9) kl:61#-1(7.9) ko:81(4.6) ko:61(4.6),fingerprint+callgraph,FUN_1408454b0,loc_8c0417e4,bank04,,64.51,runner-up: sh4 0x8c1258e0(4.6) / steam 0x140609f10(17.6),22,37
0x140845520,0x8c1257e0,high,sw:168#0#0(9.9) sw:126#0#0(9.9) k:168#0(9.9) k:126#0(9.9) kl:206#-1(7.9) kl:168#-2(7.9) kl:126#-1(7.9) ko:126(4.9),fingerprint+callgraph,FUN_140845520,loc_8c1257e0,bank12,,77.45,runner-up: sh4 0x8c129128(14.6) / steam 0x14006b5d0(2.3),61,77
0x140845670,0x8c11f7f0,medium,k:55#1(9.9) kl:55#-1(7.9) ko:55(4.7),fingerprint+callgraph,FUN_140845670,loc_8c11f7f0,bank11,,11.26,runner-up: sh4 0x8c11b800(4.7) / steam -(0.0),3,62
0x140845830,0x8c039f5c,medium,sw:76#1#0(9.9) kl:76#-1(7.9) ko:76(4.6),fingerprint+callgraph,FUN_140845830,loc_8c039f5c,bank03,,22.37,runner-up: sh4 0x8c11b810(13.6) / steam 0x1407ecd40(8.0),22,14
0x1408458a0,0x8c0324d0,medium,sw:8#0#7(9.9) k:8#7(9.9) kl:8#-13(7.9) ko:8(3.4),fingerprint,FUN_1408458a0,loc_8c0324d0,bank03,,15.56,runner-up: sh4 0x8c0321d2(3.4) / steam 0x140617ca0(12.4),3,43
0x140845e20,0x8c1244b0,high,sw:71#0#3(9.9) sw:67#0#0(9.9) k:71#3(9.9) k:67#0(9.9) k:29#5(9.9) kl:71#-1(7.9) kl:67#-1(7.9) kl:29#-1(7.9),fingerprint+callgraph,FUN_140845e20,loc_8c1244b0,bank12,PVR sprite-para submit,88.45,runner-up: sh4 0x8c11e860(4.2) / steam 0x14060b8c0(2.8),92,432
0x140845fe0,0x8c032320,high,sw:8#0#9(9.9) k:8#9(9.9) kl:8#-11(7.9) ko:8(3.4),fingerprint,FUN_140845fe0,loc_8c032320,bank03,,31.12,runner-up: sh4 0x8c032696(4.0) / steam 0x14060d470(3.4),40,34
0x140846080,0x8c036cc6,high,sw:8#0#11(9.9) k:8#11(9.9) kl:8#-9(7.9) ko:8(3.4),fingerprint,FUN_140846080,loc_8c036cc6,bank03,,31.12,runner-up: sh4 0x8c032184(3.4) / steam 0x140619830(13.5),14,12
0x140846690,0x8c032650,medium,sw:8#0#10(9.9) k:8#10(9.9) kl:8#-10(7.9) ko:8(3.4),fingerprint,thunk_FUN_1408435d0,loc_8c032650,bank03,,15.56,runner-up: sh4 0x8c0321d2(3.4) / steam 0x14060d560(12.1),1,35
0x1408466a0,0x8c127b60,medium,k:29#3(9.9) kl:29#-3(7.9) ko:29(4.1),fingerprint+callgraph,FUN_1408466a0,loc_8c127b60,bank12,,21.92,runner-up: sh4 0x8c076f28(15.7) / steam 0x140845e20(4.1),38,60
0x140846760,0x8c127af0,medium,k:29#2(9.9) kl:29#-4(7.9) ko:29(4.1),fingerprint+callgraph,FUN_140846760,loc_8c127af0,bank12,,21.92,runner-up: sh4 0x8c06e274(6.2) / steam 0x1408466a0(4.1),22,45
0x1408467d0,0x8c11f8b0,medium,sw:51#3#0(9.9) kl:51#-5(7.9) ko:51(4.2),fingerprint+callgraph,FUN_1408467d0,loc_8c11f8b0,bank11,,21.97,runner-up: sh4 0x8c1294c8(4.2) / steam 0x140846880(14.1),39,45
0x140846880,0x8c11f870,medium,sw:51#3#1(9.9) kl:51#-4(7.9) ko:51(4.2),fingerprint+callgraph,FUN_140846880,loc_8c11f870,bank11,,21.97,runner-up: sh4 0x8c11f8b0(14.1) / steam 0x1408467d0(4.2),52,32
0x140846c80,0x8c11ff90,confirmed,"KB (seed+decompile): same args (eye, target, u16 roll) and call slot; SH4 computes target-eye, normalises, translates by -eye via 8C1210C0 (WORLD-CAMERA-GHIDRA.md s1/2.2) | matcher: sw:11#0#4(9.9) sw:10#0#4(9.9) k:11#4(9.9) k:10#4(9.9) kl:11#-1(7.9) kl:10#-1(7.9) ko:11(4.1) ko:10(4.1)",kb-seed+decompile,FUN_140846c80,loc_8c11ff90,bank11,,63.63,runner-up: sh4 0x8c121710(8.3) / steam 0x140847f20(8.3),113,296
0x140846e90,0x8c1204f0,confirmed,"KB (seed+decompile): same call slot/args in loc_8c02e1a4 vs FUN_14061d7e0; SH4 saves XMTRX to slot, sets mode byte 0x8C2D68E4, reloads via 8C1201E0; Steam moves DAT_142ef0ab8 to ctx+0x1f80ac+m*0x40 (WORLD-CAMERA-GHIDRA.md s1) | matcher: sw:11#0#0(9.9) sw:10#0#0(9.9) k:11#0(9.9) k:10#0(9.9) kl:11#-5(7.9) kl:10#-5(7.9) ko:11(4.1) ko:10(4.1)",kb-seed+decompile,FUN_140846e90,loc_8c1204f0,bank12,,63.63,runner-up: sh4 0x8c121710(8.3) / steam 0x140847f20(8.3),14,40
0x1408478c0,0x8c120900,confirmed,"CONFIRMED both read: NaomiLib matrix POP(n). DC: n=max(n,1), count-=n clamped, ptr-=n*0x40, reload XMTRX. Steam FUN_1408478c0: loop n: ptr-=0x40, copy to current, free-count++.",seed,FUN_1408478c0,loc_8c120900,bank12,,999.0,,30,38
0x140847950,0x8c120950,confirmed,"CONFIRMED both read: NaomiLib matrix PUSH. DC: stack {i16 count,i16 max,ptr@+8} at 0x8C2D68E8, saves XMTRX (fschg/frchg 8 pairs) to ptr, ptr+=0x40, count++, optional load from r4. Steam FUN_140847950: ptr ctx+0x1f81b0, free-count ctx+0x1f81bc--, copies DAT_142ef0ab8 (current 4x4), optional load from param.",seed,FUN_140847950,loc_8c120950,bank12,,999.0,,33,220
0x140847ca0,0x8c121100,confirmed,KB (seed+decompile): both write the identity (WORLD-CAMERA-GHIDRA.md s1) | matcher: sw:11#0#1(9.9) sw:10#0#1(9.9) k:11#1(9.9) k:10#1(9.9) kl:11#-4(7.9) kl:10#-4(7.9) ko:11(4.1) ko:10(4.1),kb-seed+decompile,FUN_140847ca0,loc_8c121100,bank12,,31.81,runner-up: sh4 0x8c121710(8.3) / steam 0x140847f20(8.3),10,94
0x140847d10,0x8c1216c0,medium,sw:51#4#0(9.9) kl:51#-2(7.9) ko:51(4.2),fingerprint+callgraph,FUN_140847d10,loc_8c1216c0,bank12,world->screen transform,21.97,runner-up: sh4 0x8c01836c(4.6) / steam 0x140848120(14.1),17,40
0x140847f20,0x8c1219b0,confirmed,"KB (seed+decompile): same 4 args (angle u16, aspect, near, far) and call slot; Steam closed form read; SH4 body uses sin/atan/cos helpers 8C11EB20/8C11E170/8C11E2E0 and ftrv loader 8C120540 (not reduced) (WORLD-CAMERA-GHIDRA.md s1/2.1) | matcher: sw:11#0#3(9.9) sw:10#0#3(9.9) k:11#3(9.9) k:10#3(9.9) kl:11#-2(7.9) kl:10#-2(7.9) ko:11(4.1) ko:10(4.1)",kb-seed+decompile,FUN_140847f20,loc_8c1219b0,bank12,,31.81,runner-up: sh4 0x8c03718c(13.6) / steam 0x140847ca0(4.5),77,715
0x140848120,0x8c122560,medium,sw:51#4#1(9.9) kl:51#-1(7.9) ko:51(4.2),fingerprint+callgraph,FUN_140848120,loc_8c122560,bank12,,21.97,runner-up: sh4 0x8c1216c0(14.1) / steam 0x140846880(4.2),48,177
0x140848200,0x8c121710,confirmed,"KB (seed+decompile): SH4 stores fabs(fr4),fabs(fr5) to 0x8C16BD80/84 (consumed by 8C1219B0); Steam stores to ctx+0x1f8240/44 (consumed by FUN_140847f20); same call slot (WORLD-CAMERA-GHIDRA.md s1) | matcher: sw:11#0#2(9.9) sw:10#0#2(9.9) k:11#2(9.9) k:10#2(9.9) kl:11#-3(7.9) kl:10#-3(7.9) ko:11(4.1) ko:10(4.1)",kb-seed+decompile,FUN_140848200,loc_8c121710,bank12,,63.63,runner-up: sh4 0x8c121100(4.1) / steam 0x140847f20(8.3),5,16
0x140849a10,0x8c031aac,medium,sw:53#3#3(9.9) kl:53#-3(7.9) ko:53(3.1),fingerprint+callgraph,FUN_140849a10,loc_8c031aac,bank03,vblank callback slot 0: set vsync flag 0x8C2152D4=1 + per-vblank render work,20.9,runner-up: sh4 0x8c123d50(13.0) / steam 0x1402bd3f0(13.3),22,15
0x140849af0,0x8c128432,medium,sw:53#3#4(9.9) kl:53#-2(7.9) ko:53(3.1),fingerprint+callgraph,FUN_140849af0,loc_8c128432,bank12,,10.45,runner-up: sh4 0x8c11bd70(6.5) / steam 0x140844a10(2.2),3,956
0x140849b60,0x8c123680,high,sw:171#0#0(9.9) k:171#0(9.9) kl:171#-1(7.9) ko:171(4.9),fingerprint+callgraph,FUN_140849b60,loc_8c123680,bank12,,32.58,runner-up: sh4 -(0.0) / steam -(0.0),12,34
0x140849bb0,0x8c1236e0,medium,sw:184#0#0(9.9) kl:184#-1(7.9) ko:184(4.9),fingerprint+callgraph,FUN_140849bb0,loc_8c1236e0,bank12,,22.69,runner-up: sh4 -(0.0) / steam -(0.0),8,33
0x1408d5978,0x8c11e150,high,sw:218#0#0(9.9) k:218#0(9.9) kl:218#-1(7.9) ko:218(4.9),fingerprint+callgraph,floorf,loc_8c11e150,bank11,,32.58,runner-up: sh4 -(0.0) / steam -(0.0),40,16
0x143238310,0x8c020378,high,c:131(9.9) c:132(9.2) c:129(9.2) c:128(6.5),fingerprint,FUN_143238310,loc_8c020378,bank02,,34.8,runner-up: sh4 0x8c037bc0(21.7) / steam 0x14009be70(17.2),832,140
